attended,week_no,student_id,unit_id
0,25,UP914732,U21259
0,25,UP915469,U21259
0,25,UP915976,U21259
0,25,UP916282,U21259
0,25,UP916909,U21259
0,25,UP917082,U21259
0,25,UP917251,U21259
0,25,UP917565,U21259
0,25,UP917725,U21259
0,25,UP918289,U21259
0,25,UP918383,U21259
0,25,UP918897,U21259
0,25,UP918906,U21259
0,25,UP918968,U21259
0,25,UP919029,U21259
0,25,UP919739,U21259
0,25,UP919983,U21259
0,25,UP342601,U21260
0,25,UP669442,U21260
0,25,UP700478,U21260
0,25,UP734426,U21260
0,25,UP744872,U21260
0,25,UP773284,U21260
0,25,UP783374,U21260
0,25,UP786997,U21260
0,25,UP800002,U21260
0,25,UP803453,U21260
0,25,UP804697,U21260
0,25,UP811440,U21260
0,25,UP811706,U21260
0,25,UP815963,U21260
0,25,UP819886,U21260
0,25,UP821488,U21260
0,25,UP822200,U21260
0,25,UP825571,U21260
0,25,UP827531,U21260
0,25,UP828846,U21260
0,25,UP833998,U21260
0,25,UP837345,U21260
0,25,UP839664,U21260
0,25,UP841394,U21260
0,25,UP844808,U21260
0,25,UP845111,U21260
0,25,UP845480,U21260
0,25,UP845706,U21260
0,25,UP846201,U21260
0,25,UP847232,U21260
0,25,UP847948,U21260
0,25,UP849028,U21260
0,25,UP849245,U21260
0,25,UP850149,U21260
0,25,UP850702,U21260
0,25,UP852632,U21260
0,25,UP853008,U21260
0,25,UP853640,U21260
0,25,UP854076,U21260
0,25,UP855232,U21260
0,25,UP855611,U21260
0,25,UP855877,U21260
0,25,UP857429,U21260
0,25,UP858234,U21260
0,25,UP859011,U21260
0,25,UP859054,U21260
0,25,UP859505,U21260
0,25,UP859864,U21260
0,25,UP860785,U21260
0,25,UP861334,U21260
0,25,UP861737,U21260
0,25,UP862031,U21260
0,25,UP864663,U21260
0,25,UP865658,U21260
0,25,UP866825,U21260
0,25,UP867388,U21260
0,25,UP867587,U21260
0,25,UP867930,U21260
0,25,UP869994,U21260
0,25,UP870699,U21260
0,25,UP873521,U21260
0,25,UP876210,U21260
0,25,UP876955,U21260
0,25,UP877281,U21260
0,25,UP877496,U21260
0,25,UP878283,U21260
0,25,UP878921,U21260
0,25,UP879016,U21260
0,25,UP879591,U21260
0,25,UP879792,U21260
0,25,UP879811,U21260
0,25,UP879816,U21260
0,25,UP879821,U21260
0,25,UP879907,U21260
0,25,UP879911,U21260
0,25,UP880004,U21260
0,25,UP880076,U21260
0,25,UP880083,U21260
0,25,UP880140,U21260
0,25,UP880665,U21260
0,25,UP880828,U21260
0,25,UP880932,U21260
0,25,UP880942,U21260
0,25,UP881046,U21260
0,25,UP881056,U21260
0,25,UP881292,U21260
0,25,UP881340,U21260
0,25,UP881422,U21260
0,25,UP881706,U21260
0,25,UP881739,U21260
0,25,UP881791,U21260
0,25,UP881889,U21260
0,25,UP881929,U21260
0,25,UP882487,U21260
0,25,UP882732,U21260
0,25,UP882734,U21260
0,25,UP882836,U21260
0,25,UP883442,U21260
0,25,UP883527,U21260
0,25,UP883548,U21260
0,25,UP883604,U21260
0,25,UP883805,U21260
0,25,UP883852,U21260
0,25,UP883976,U21260
0,25,UP884253,U21260
0,25,UP884392,U21260
0,25,UP884575,U21260
0,25,UP884825,U21260
0,25,UP885000,U21260
0,25,UP885013,U21260
0,25,UP885121,U21260
0,25,UP885140,U21260
0,25,UP885188,U21260
0,25,UP885261,U21260
0,25,UP885355,U21260
0,25,UP885417,U21260
0,25,UP885480,U21260
0,25,UP885516,U21260
0,25,UP885571,U21260
0,25,UP885638,U21260
0,25,UP885640,U21260
0,25,UP885642,U21260
0,25,UP885709,U21260
0,25,UP885799,U21260
0,25,UP885800,U21260
0,25,UP886096,U21260
0,25,UP886226,U21260
0,25,UP886472,U21260
0,25,UP886526,U21260
0,25,UP886790,U21260
0,25,UP886833,U21260
0,25,UP886960,U21260
0,25,UP887062,U21260
0,25,UP887192,U21260
0,25,UP887397,U21260
0,25,UP887818,U21260
0,25,UP887875,U21260
0,25,UP888009,U21260
0,25,UP888193,U21260
0,25,UP888395,U21260
0,25,UP888470,U21260
0,25,UP888489,U21260
0,25,UP888495,U21260
0,25,UP888588,U21260
0,25,UP888808,U21260
0,25,UP889198,U21260
0,25,UP889335,U21260
0,25,UP889369,U21260
0,25,UP889518,U21260
0,25,UP889519,U21260
0,25,UP889549,U21260
0,25,UP889557,U21260
0,25,UP889658,U21260
0,25,UP889758,U21260
0,25,UP889767,U21260
0,25,UP889780,U21260
0,25,UP889823,U21260
0,25,UP889961,U21260
0,25,UP890078,U21260
0,25,UP890097,U21260
0,25,UP890098,U21260
0,25,UP890112,U21260
0,25,UP890197,U21260
0,25,UP890233,U21260
0,25,UP890294,U21260
0,25,UP890342,U21260
0,25,UP890420,U21260
0,25,UP890481,U21260
0,25,UP890493,U21260
0,25,UP890760,U21260
0,25,UP890831,U21260
0,25,UP890913,U21260
0,25,UP890986,U21260
0,25,UP891153,U21260
0,25,UP891155,U21260
0,25,UP891185,U21260
0,25,UP891226,U21260
0,25,UP891290,U21260
0,25,UP891330,U21260
0,25,UP891350,U21260
0,25,UP891439,U21260
0,25,UP891492,U21260
0,25,UP891550,U21260
0,25,UP891556,U21260
0,25,UP891651,U21260
0,25,UP891768,U21260
0,25,UP891884,U21260
0,25,UP891906,U21260
0,25,UP891973,U21260
0,25,UP892093,U21260
0,25,UP892405,U21260
0,25,UP892483,U21260
0,25,UP892525,U21260
0,25,UP892527,U21260
0,25,UP892538,U21260
0,25,UP892655,U21260
0,25,UP892802,U21260
0,25,UP892865,U21260
0,25,UP893038,U21260
0,25,UP893057,U21260
0,25,UP893263,U21260
0,25,UP893324,U21260
0,25,UP893327,U21260
0,25,UP893522,U21260
0,25,UP893572,U21260
0,25,UP893573,U21260
0,25,UP893788,U21260
0,25,UP893929,U21260
0,25,UP893940,U21260
0,25,UP894039,U21260
0,25,UP894074,U21260
0,25,UP894078,U21260
0,25,UP894248,U21260
0,25,UP894455,U21260
0,25,UP894547,U21260
0,25,UP894551,U21260
0,25,UP894808,U21260
0,25,UP894818,U21260
0,25,UP894881,U21260
0,25,UP894923,U21260
0,25,UP895059,U21260
0,25,UP895129,U21260
0,25,UP895221,U21260
0,25,UP895249,U21260
0,25,UP895338,U21260
0,25,UP895502,U21260
0,25,UP895563,U21260
0,25,UP895766,U21260
0,25,UP895793,U21260
0,25,UP895885,U21260
0,25,UP895937,U21260
0,25,UP895989,U21260
0,25,UP896020,U21260
0,25,UP896030,U21260
0,25,UP896088,U21260
0,25,UP896102,U21260
0,25,UP896106,U21260
0,25,UP896129,U21260
0,25,UP896145,U21260
0,25,UP896242,U21260
0,25,UP896287,U21260
0,25,UP896378,U21260
0,25,UP896391,U21260
0,25,UP896435,U21260
0,25,UP896450,U21260
0,25,UP896522,U21260
0,25,UP896605,U21260
0,25,UP896763,U21260
0,25,UP896779,U21260
0,25,UP896900,U21260
0,25,UP896919,U21260
0,25,UP896958,U21260
0,25,UP897167,U21260
0,25,UP897219,U21260
0,25,UP897298,U21260
0,25,UP897561,U21260
0,25,UP897663,U21260
0,25,UP897812,U21260
0,25,UP897821,U21260
0,25,UP897828,U21260
0,25,UP897830,U21260
0,25,UP897905,U21260
0,25,UP898069,U21260
0,25,UP898088,U21260
0,25,UP898126,U21260
0,25,UP898147,U21260
0,25,UP898158,U21260
0,25,UP898334,U21260
0,25,UP898356,U21260
0,25,UP898548,U21260
0,25,UP898668,U21260
0,25,UP898705,U21260
0,25,UP898707,U21260
0,25,UP898782,U21260
0,25,UP898793,U21260
0,25,UP898807,U21260
0,25,UP898813,U21260
0,25,UP898860,U21260
0,25,UP898862,U21260
0,25,UP898888,U21260
0,25,UP898927,U21260
0,25,UP898978,U21260
0,25,UP899044,U21260
0,25,UP899161,U21260
0,25,UP899210,U21260
0,25,UP899226,U21260
0,25,UP899244,U21260
0,25,UP899251,U21260
0,25,UP899413,U21260
0,25,UP899526,U21260
0,25,UP899536,U21260
0,25,UP899549,U21260
0,25,UP899590,U21260
0,25,UP899670,U21260
0,25,UP899802,U21260
0,25,UP899908,U21260
0,25,UP899924,U21260
0,25,UP899929,U21260
0,25,UP899999,U21260
0,25,UP900133,U21260
0,25,UP900217,U21260
0,25,UP900263,U21260
0,25,UP900264,U21260
0,25,UP900306,U21260
0,25,UP900337,U21260
0,25,UP900360,U21260
0,25,UP900418,U21260
0,25,UP900419,U21260
0,25,UP900420,U21260
0,25,UP900424,U21260
0,25,UP900426,U21260
0,25,UP900479,U21260
0,25,UP900750,U21260
0,25,UP900758,U21260
0,25,UP900804,U21260
0,25,UP900822,U21260
