STUDENT_ID,UNIT CODE,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W14,W15,W16,W17,W18,W19,W21,W22,W23,W24,W25,W26
UP904254,U21261,0,3,0,1,3,0,0,1,2,3,2,0,2,2,0,1,0,0,0,0,0,0,0,0
UP825571,U21261,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UP845706,U21261,0,4,0,3,3,3,0,2,3,3,3,1,3,3,2,2,0,0,0,0,0,0,0,0
UP896692,U21261,0,1,0,1,0,2,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0
UP900217,U21261,0,0,0,0,1,1,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
UP900921,U21261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP891330,U21261,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
UP880828,U21261,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP896287,U21261,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP889518,U21261,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UP891439,U21261,0,0,0,2,1,1,0,1,2,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0
UP891550,U21261,0,1,0,0,2,2,0,2,2,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0
UP878921,U21261,0,1,0,2,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
UP885140,U21261,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UP892525,U21261,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UP898668,U21261,0,1,0,0,1,3,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
UP901325,U21261,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UP882734,U21261,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0
UP905008,U21261,0,1,0,0,2,1,0,2,2,2,1,1,2,3,2,1,0,0,0,0,0,0,0,0
UP899549,U21261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP890481,U21261,0,1,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0
UP700478,U21261,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP904949,U21261,0,2,0,1,0,0,0,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
UP888489,U21261,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UP855611,U21261,0,4,0,3,3,3,0,1,3,3,3,1,3,3,1,2,0,0,0,0,0,0,0,0
UP890294,U21261,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
UP898978,U21261,0,1,0,0,1,1,0,3,3,3,3,0,3,3,1,2,0,0,0,0,0,0,0,0
UP901482,U21261,0,0,0,2,2,0,0,0,0,2,2,1,1,3,1,2,0,0,0,0,0,0,0,0
UP904000,U21261,0,0,0,1,0,0,0,1,2,1,2,1,0,1,2,2,0,0,0,0,0,0,0,0
UP885000,U21261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP912346,U21261,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP900306,U21261,0,1,0,0,1,0,0,1,0,0,3,1,1,2,0,2,0,0,0,0,0,0,0,0
UP896242,U21261,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
UP893572,U21261,0,0,0,0,0,0,0,1,1,1,2,0,3,2,1,2,0,0,0,0,0,0,0,0
UP894248,U21261,0,1,0,1,2,2,0,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0
UP734426,U21261,0,0,0,1,3,2,0,2,1,2,1,1,2,3,1,0,0,0,0,0,0,0,0,0
UP904935,U21261,0,1,0,0,1,1,0,2,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0
UP896763,U21261,0,3,0,1,1,2,0,2,2,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0
UP898548,U21261,0,1,0,1,2,3,0,0,1,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0
UP855020,U21261,0,4,0,2,1,2,0,4,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0
UP899251,U21261,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
UP909132,U21261,0,0,0,2,2,1,0,0,2,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0
UP885800,U21261,0,2,0,3,2,2,0,3,3,2,1,1,2,2,1,2,0,0,0,0,0,0,0,0
UP850149,U21261,0,5,0,2,3,2,0,3,0,1,3,0,1,0,0,2,0,0,0,0,0,0,0,0
UP909201,U21261,0,2,0,1,2,2,0,3,3,2,3,1,1,3,1,1,0,0,0,0,0,0,0,0
UP901212,U21261,0,0,0,0,0,1,0,2,2,1,2,1,0,3,1,2,0,0,0,0,0,0,0,0
UP857132,U21261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP904082,U21261,0,3,0,1,2,3,0,2,3,2,3,1,3,2,1,2,0,0,0,0,0,0,0,0
UP904825,U21261,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
UP888470,U21261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP881929,U21261,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
UP803453,U21261,0,4,0,3,3,3,0,3,3,3,3,1,3,3,2,1,0,0,0,0,0,0,0,0
UP902236,U21261,0,1,0,1,3,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
UP895129,U21261,0,0,0,3,3,1,0,3,2,2,2,1,2,1,1,2,0,0,0,0,0,0,0,0
UP896958,U21261,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
UP891768,U21261,0,1,0,1,0,0,0,0,1,0,3,1,2,1,0,2,0,0,0,0,0,0,0,0
UP919983,U21261,0,0,0,3,3,3,0,3,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0
UP849245,U21261,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UP885121,U21261,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0
UP859011,U21261,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UP889823,U21261,0,1,0,0,0,0,0,1,0,0,3,1,2,2,0,1,0,0,0,0,0,0,0,0
UP880942,U21261,0,3,0,2,2,1,0,1,2,2,2,0,1,2,2,0,0,0,0,0,0,0,0,0
UP915469,U21261,0,0,0,2,1,1,0,3,3,2,3,1,3,2,1,1,0,0,0,0,0,0,0,0
UP889198,U21261,0,0,0,0,1,0,0,2,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
UP892483,U21261,0,1,0,2,1,0,0,0,2,3,1,0,0,2,1,1,0,0,0,0,0,0,0,0
UP899044,U21261,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
UP870699,U21261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP902046,U21261,0,0,0,1,0,1,0,2,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
UP895563,U21261,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP911168,U21261,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP891226,U21261,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UP862031,U21261,0,0,0,1,1,2,0,3,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0
UP896605,U21261,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
UP901253,U21261,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP917725,U21261,0,2,0,2,1,2,0,2,2,2,1,0,1,3,1,1,0,0,0,0,0,0,0,0
UP841394,U21261,0,4,0,0,0,2,0,1,2,3,3,0,3,3,1,0,0,0,0,0,0,0,0,0
UP916909,U21261,0,5,0,0,1,1,0,2,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0
UP896378,U21261,0,0,0,1,2,2,0,1,1,2,2,0,2,2,1,2,0,0,0,0,0,0,0,0
UP899999,U21261,0,2,0,1,2,3,0,3,3,3,2,1,3,3,2,2,0,0,0,0,0,0,0,0
UP888009,U21261,0,0,0,1,2,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
UP880004,U21261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP888495,U21261,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
UP885013,U21261,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UP890913,U21261,0,0,0,1,1,2,0,0,3,3,1,1,2,1,1,2,0,0,0,0,0,0,0,0
UP890342,U21261,0,1,0,1,2,3,0,1,1,2,3,1,1,3,1,2,0,0,0,0,0,0,0,0
UP846201,U21261,0,1,0,0,1,1,0,1,2,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0
UP883852,U21261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UP892093,U21261,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0
UP894455,U21261,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
UP912467,U21261,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP882732,U21261,0,1,0,2,1,1,0,1,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0
UP904981,U21261,0,0,0,0,0,0,0,1,2,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0
UP918897,U21261,0,1,0,1,0,1,0,2,0,1,2,1,1,3,2,2,0,0,0,0,0,0,0,0
UP887818,U21261,0,1,0,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
UP903809,U21261,0,0,0,2,2,2,0,3,2,3,0,1,0,2,1,1,0,0,0,0,0,0,0,0
UP854931,U21261,0,3,0,2,3,3,0,3,3,3,3,1,3,2,0,0,0,0,0,0,0,0,0,0
UP898888,U21261,0,4,0,3,3,3,0,3,3,3,2,0,1,1,1,1,0,0,0,0,0,0,0,0
UP901407,U21261,0,5,0,2,1,2,0,3,2,2,3,1,3,2,1,2,0,0,0,0,0,0,0,0
UP897905,U21261,0,0,0,1,1,1,0,1,2,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0
UP884825,U21261,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP897663,U21261,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
UP899210,U21261,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
UP896088,U21261,0,1,0,0,0,2,0,1,2,1,2,0,0,2,0,2,0,0,0,0,0,0,0,0
UP893324,U21261,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0
UP893057,U21261,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UP900264,U21261,0,1,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
UP886790,U21261,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
UP881739,U21261,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP895249,U21261,0,0,0,0,2,1,0,1,1,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0
UP854286,U21261,0,4,0,2,1,2,0,3,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0
UP897828,U21261,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UP905099,U21261,0,1,0,0,3,2,0,2,2,0,2,1,0,2,1,2,0,0,0,0,0,0,0,0
UP885638,U21261,0,1,0,2,3,3,0,1,3,2,3,0,2,3,2,2,0,0,0,0,0,0,0,0
UP847948,U21261,0,1,0,2,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
UP907014,U21261,0,3,0,2,1,3,0,1,1,3,3,1,3,2,2,1,0,0,0,0,0,0,0,0
UP899929,U21261,0,3,0,0,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
UP861737,U21261,0,4,0,3,3,3,0,3,3,3,3,1,3,3,2,2,0,0,0,0,0,0,0,0
UP901838,U21261,0,2,0,0,0,2,0,0,2,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0
UP883548,U21261,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UP904007,U21261,0,2,0,1,2,2,0,3,1,2,3,0,2,3,1,2,0,0,0,0,0,0,0,0
UP804697,U21261,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
UP880589,U21261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP786997,U21261,0,0,0,1,1,1,0,2,1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0
UP901242,U21261,0,1,0,2,2,3,0,2,2,2,2,0,0,2,1,2,0,0,0,0,0,0,0,0
UP894923,U21261,0,2,0,2,2,2,0,1,2,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0
UP896106,U21261,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
UP888588,U21261,0,1,0,0,0,0,0,1,2,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0
UP904277,U21261,0,1,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
UP882487,U21261,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
UP904749,U21261,0,1,0,0,2,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
UP881292,U21261,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP893038,U21261,0,3,0,1,0,2,0,1,2,3,2,0,1,3,1,1,0,0,0,0,0,0,0,0
UP889767,U21261,0,1,0,0,1,2,0,1,3,3,2,0,2,2,0,2,0,0,0,0,0,0,0,0
UP879816,U21261,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
UP914732,U21261,0,0,0,2,1,1,0,3,2,2,2,1,3,3,2,2,0,0,0,0,0,0,0,0
UP858234,U21261,0,0,0,0,1,1,0,2,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
UP880140,U21261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP867930,U21261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP891290,U21261,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP895502,U21261,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP890420,U21261,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP918383,U21261,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP891153,U21261,0,0,0,0,0,0,0,1,0,1,1,1,0,3,2,0,0,0,0,0,0,0,0,0
UP899244,U21261,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
UP907723,U21261,0,1,0,1,0,2,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0
UP833998,U21261,0,0,0,2,1,1,0,2,3,3,2,1,3,3,0,0,0,0,0,0,0,0,0,0
UP904528,U21261,0,3,0,1,2,3,0,3,1,2,3,0,0,3,1,1,0,0,0,0,0,0,0,0
UP896145,U21261,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UP899924,U21261,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0
UP901378,U21261,0,4,0,3,3,2,0,3,3,1,3,1,3,3,2,0,0,0,0,0,0,0,0,0
UP891556,U21261,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
UP885480,U21261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
UP879911,U21261,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP899226,U21261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP887397,U21261,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP894808,U21261,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP898807,U21261,0,1,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
UP882836,U21261,0,3,0,1,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
UP890831,U21261,0,2,0,0,1,1,0,2,2,2,2,0,2,2,1,1,0,0,0,0,0,0,0,0
UP890112,U21261,0,0,0,0,2,0,0,1,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0
UP855232,U21261,0,1,0,1,2,2,0,2,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0
UP917082,U21261,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
UP891350,U21261,0,0,0,2,0,2,0,3,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
UP893929,U21261,0,3,0,2,0,1,0,1,2,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0
UP911946,U21261,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP903981,U21261,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
UP881422,U21261,0,5,0,3,3,3,0,3,3,3,3,1,3,3,2,2,0,0,0,0,0,0,0,0
UP884815,U21261,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
UP904803,U21261,0,5,0,2,3,3,0,3,3,3,3,1,3,3,2,1,0,0,0,0,0,0,0,0
UP918296,U21261,0,0,0,0,0,0,0,1,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
UP900993,U21261,0,3,0,2,0,2,0,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
UP895937,U21261,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UP893573,U21261,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UP854076,U21261,0,1,0,1,3,2,0,3,3,3,0,1,1,3,2,1,0,0,0,0,0,0,0,0
UP897812,U21261,0,3,0,1,3,3,0,2,2,2,3,1,2,2,2,1,0,0,0,0,0,0,0,0
UP900420,U21261,0,3,0,1,2,2,0,1,2,2,2,1,1,2,2,2,0,0,0,0,0,0,0,0
UP895338,U21261,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
UP883527,U21261,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP896900,U21261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP800002,U21261,0,0,1,0,0,0,0,0,1,1,1,1,5,5,4,5,3,4,4,2,1,0,0,0
UP893263,U21261,0,2,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0
UP892405,U21261,0,0,0,2,2,2,0,2,3,3,3,1,3,3,2,2,0,0,0,0,0,0,0,0
UP892802,U21261,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
UP885640,U21261,0,5,0,2,1,0,0,2,3,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0
UP885799,U21261,0,0,0,0,1,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
UP859505,U21261,0,1,0,2,0,2,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
UP894551,U21261,0,1,0,1,2,0,0,1,2,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0
UP850730,U21261,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP895823,U21261,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UP902377,U21261,0,2,0,2,3,3,0,2,0,1,2,1,0,2,2,1,0,0,0,0,0,0,0,0
UP884392,U21261,0,3,0,1,3,2,0,2,1,1,3,1,2,3,1,0,0,0,0,0,0,0,0,0
UP822200,U21261,0,1,0,0,0,3,0,3,3,2,3,1,2,3,1,2,0,0,0,0,0,0,0,0
UP905968,U21261,0,0,0,2,3,3,0,3,3,3,3,1,2,3,1,2,0,0,0,0,0,0,0,0
UP896102,U21261,0,4,0,3,3,3,0,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
UP861507,U21261,0,1,0,1,1,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
UP888193,U21261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UP901048,U21261,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
UP828846,U21261,0,0,0,1,3,3,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
UP900424,U21261,0,3,0,1,3,3,0,3,2,2,3,1,3,3,2,2,0,0,0,0,0,0,0,0
UP903466,U21261,0,0,0,0,0,2,0,2,0,1,1,0,1,2,1,2,0,0,0,0,0,0,0,0
UP880076,U21261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP898334,U21261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP901155,U21261,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UP894547,U21261,0,0,0,1,2,1,0,1,0,1,2,1,2,3,0,1,0,0,0,0,0,0,0,0
UP896020,U21261,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
UP886226,U21261,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
UP915976,U21261,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0
UP902831,U21261,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0
UP881056,U21261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP901354,U21261,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP879792,U21261,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP891884,U21261,0,0,0,0,1,1,0,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0
UP889369,U21261,0,0,0,1,2,2,0,3,3,3,2,1,3,1,0,0,0,0,0,0,0,0,0,0
UP878283,U21261,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
UP912289,U21261,0,1,0,0,1,2,0,1,3,0,3,0,2,2,2,2,0,0,0,0,0,0,0,0
UP342601,U21261,0,5,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP867388,U21261,0,3,0,1,2,3,0,1,2,2,3,0,0,2,2,2,0,0,0,0,0,0,0,0
UP876955,U21261,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP889335,U21261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP890097,U21261,0,0,0,0,0,1,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
UP912467,U21262,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
UP833998,U21262,0,0,0,2,0,1,0,1,2,2,2,2,2,1,0,2,0,0,0,0,0,0,0,0
UP898147,U21262,0,0,0,0,2,2,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0
UP901838,U21262,0,0,0,0,2,2,0,1,2,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0
UP901761,U21262,0,1,0,1,1,1,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
UP880004,U21262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP903024,U21262,0,1,0,0,1,2,0,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
UP861334,U21262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP861737,U21262,0,0,0,2,2,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0
UP895823,U21262,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
UP899413,U21262,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0
UP890913,U21262,0,1,0,2,1,2,0,2,2,1,2,2,1,0,2,1,0,0,0,0,0,0,0,0
UP900420,U21262,0,0,0,2,1,0,0,2,0,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0
UP898793,U21262,0,0,0,0,1,2,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UP895937,U21262,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
UP914470,U21262,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UP885013,U21262,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
UP883548,U21262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP898888,U21262,0,2,0,2,2,2,0,1,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0
UP890481,U21262,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
UP700478,U21262,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP889335,U21262,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP861507,U21262,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP891155,U21262,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
