STUDENT_ID,UNIT CODE,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W14,W15,W16,W17,W18,W19,W21,W22,W23,W24,W25,W26
UP914294,U20749,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UP861532,U20768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP823565,U20768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP903024,U21259,0,1,0,0,1,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0
UP890112,U21259,0,0,0,0,0,1,0,1,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0
UP898807,U21259,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
UP894248,U21259,0,0,0,0,2,2,0,0,1,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0
UP885638,U21259,0,1,0,2,2,2,0,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0
UP918897,U21259,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0
UP899670,U21259,0,0,0,2,2,2,0,2,2,2,1,2,2,2,2,1,0,0,0,0,0,0,0,0
UP879016,U21259,0,1,0,2,2,2,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
UP903749,U21259,0,0,0,1,0,1,0,1,0,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0
UP853640,U21259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP879792,U21259,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP911248,U21259,0,0,0,0,0,1,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
UP852632,U21259,0,1,0,2,2,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0
UP896129,U21259,0,1,0,1,1,2,0,1,2,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0
UP896522,U21259,0,1,0,0,0,1,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0
UP904274,U21259,0,0,0,2,1,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0
UP786997,U21259,0,0,0,0,1,1,0,1,1,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0
UP892802,U21259,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
UP859011,U21259,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0
UP906558,U21259,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP899590,U21259,0,1,0,1,2,1,0,0,2,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0
UP889823,U21259,0,0,0,0,1,1,0,1,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
UP900337,U21259,0,0,0,0,0,1,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0
UP881056,U21259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP783374,U21259,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP907723,U21259,0,0,0,0,1,1,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
UP890294,U21259,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UP804697,U21259,0,0,0,1,1,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
UP916909,U21259,0,2,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
UP876210,U21259,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UP855877,U21259,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0
UP897561,U21259,0,1,0,1,0,2,0,0,1,2,1,1,2,1,2,0,0,0,0,0,0,0,0,0
UP825571,U21259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP898707,U21259,0,0,0,2,2,2,0,1,2,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0
UP669442,U21259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP904935,U21259,0,0,0,0,1,2,0,1,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0
UP896106,U21259,0,0,0,0,0,0,0,0,1,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0
UP816963,U21259,0,2,0,1,2,2,0,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0
UP893940,U21259,0,0,0,0,1,2,0,1,0,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0
UP891973,U21259,0,2,0,1,2,1,0,2,1,1,2,2,0,2,2,1,0,0,0,0,0,0,0,0
UP845706,U21259,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP891556,U21259,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UP902949,U21259,0,0,0,0,0,2,0,1,2,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0
UP890760,U21259,0,1,0,0,0,1,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0
UP901242,U21259,0,1,0,2,2,2,0,2,1,1,2,1,1,2,2,1,0,0,0,0,0,0,0,0
UP885121,U21259,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
UP915976,U21259,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
UP900418,U21259,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0
UP885140,U21259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UP919983,U21259,0,0,0,2,2,2,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
UP865658,U21259,0,2,0,2,2,2,0,2,0,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0
UP883442,U21259,0,0,0,2,1,2,0,2,2,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0
UP886833,U21259,0,1,0,0,2,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
UP898888,U21259,0,2,0,2,2,0,0,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
UP859054,U21259,0,0,0,1,0,2,0,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0
UP901100,U21259,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
UP908456,U21259,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
UP895502,U21259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP861334,U21259,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP902059,U21259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP905851,U21259,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
UP833998,U21259,0,0,0,2,1,2,0,2,2,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0
UP895249,U21259,0,0,0,0,0,1,0,1,1,2,2,0,2,1,2,1,0,0,0,0,0,0,0,0
UP894039,U21259,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UP893748,U21259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP902377,U21259,0,0,0,1,2,2,0,2,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0
UP888495,U21259,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
UP905970,U21259,0,1,0,2,1,2,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0
UP889557,U21259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UP893788,U21259,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
UP885571,U21259,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
UP900993,U21259,0,1,0,1,1,2,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
UP899549,U21259,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
UP878921,U21259,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
UP903492,U21259,0,0,0,2,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
UP909201,U21259,0,1,0,0,0,2,0,1,1,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0
UP885188,U21259,0,1,0,1,1,1,0,2,0,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0
UP850149,U21259,0,2,0,1,2,2,0,1,1,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0
UP896088,U21259,0,0,0,2,0,1,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0
UP896900,U21259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP896287,U21259,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
UP904254,U21259,0,2,0,1,0,1,0,1,1,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0
UP905352,U21259,0,2,0,2,0,1,0,2,1,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0
UP892655,U21259,0,0,0,0,1,0,0,2,1,1,1,0,2,2,2,1,0,0,0,0,0,0,0,0
UP899044,U21259,0,0,0,0,0,0,0,0,2,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0
UP889518,U21259,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
UP900264,U21259,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
UP880665,U21259,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UP905969,U21259,0,0,0,1,0,1,0,1,0,0,2,2,0,1,1,1,0,0,0,0,0,0,0,0
UP886790,U21259,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP919029,U21259,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
UP800002,U21259,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,2,2,2,1,0,0,0
UP916282,U21259,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
UP866825,U21259,0,2,0,2,2,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UP855611,U21259,0,2,0,1,2,2,0,0,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0
UP897167,U21259,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
UP773284,U21259,0,2,0,1,2,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP898126,U21259,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UP888193,U21259,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
UP904825,U21259,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
UP896030,U21259,0,1,0,2,2,2,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0
UP816296,U21259,0,2,0,2,1,1,0,0,0,1,1,0,1,2,2,1,0,0,0,0,0,0,0,0
UP893929,U21259,0,1,0,0,0,2,0,2,1,0,2,1,2,1,2,1,0,0,0,0,0,0,0,0
UP891226,U21259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP884575,U21259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP893057,U21259,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP896435,U21259,0,1,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
UP887818,U21259,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UP901597,U21259,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
UP890098,U21259,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
UP900947,U21259,0,0,0,0,1,0,0,2,1,2,1,2,2,2,2,1,0,0,0,0,0,0,0,0
UP884815,U21259,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
UP914354,U21259,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
UP899908,U21259,0,0,0,1,0,2,0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0
UP901838,U21259,0,0,0,1,0,1,0,1,1,0,1,0,1,2,2,1,0,0,0,0,0,0,0,0
UP918906,U21259,0,0,0,1,2,1,0,1,2,1,1,2,1,2,2,1,0,0,0,0,0,0,0,0
UP854076,U21259,0,0,0,2,0,2,0,2,2,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0
UP902229,U21259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UP881046,U21259,0,1,0,1,1,1,0,1,1,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0
UP898862,U21259,0,0,0,0,1,2,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0
UP917251,U21259,0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
UP857429,U21259,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
UP899929,U21259,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
UP892093,U21259,0,0,0,0,0,1,0,1,2,0,1,2,0,2,2,1,0,0,0,0,0,0,0,0
UP881340,U21259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP905446,U21259,0,0,0,1,0,0,0,2,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0
UP827531,U21259,0,2,0,2,2,2,0,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0
UP895221,U21259,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0
UP893573,U21259,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
UP892405,U21259,0,1,0,1,2,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0
UP902236,U21259,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
UP888395,U21259,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0
UP893327,U21259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP888470,U21259,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
UP890493,U21259,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
UP885480,U21259,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
UP898782,U21259,0,0,0,0,0,1,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
UP899526,U21259,0,0,0,1,2,1,0,2,1,1,2,0,2,2,1,1,0,0,0,0,0,0,0,0
UP878283,U21259,0,0,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
UP902046,U21259,0,0,0,0,1,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
UP918383,U21259,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UP909132,U21259,0,0,0,1,2,2,0,1,2,1,2,1,2,2,2,1,0,0,0,0,0,0,0,0
UP882487,U21259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
UP849028,U21259,0,0,0,0,1,2,0,2,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0
UP895989,U21259,0,0,0,0,1,0,0,1,0,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0
UP896020,U21259,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP900426,U21259,0,1,0,2,2,2,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
UP904082,U21259,0,2,0,1,2,2,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0
UP902282,U21259,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UP905008,U21259,0,0,0,0,2,1,0,2,2,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0
UP898069,U21259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP896763,U21259,0,2,0,1,1,2,0,1,2,2,1,0,2,2,1,0,0,0,0,0,0,0,0,0
UP887875,U21259,0,0,0,0,0,1,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0
UP900217,U21259,0,1,0,0,1,2,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
UP885355,U21259,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UP880140,U21259,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0
UP903981,U21259,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UP885417,U21259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP905276,U21259,0,0,0,0,1,1,0,2,1,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0
UP915469,U21259,0,0,0,2,2,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0
UP855232,U21259,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
UP896919,U21259,0,1,0,2,1,2,0,2,2,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0
UP734426,U21259,0,0,0,2,0,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
UP897828,U21259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP911168,U21259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP904749,U21259,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
UP893324,U21259,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0
UP815963,U21259,0,0,0,0,2,2,0,0,0,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0
UP893572,U21259,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
UP891153,U21259,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
UP894455,U21259,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
UP880004,U21259,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
UP901407,U21259,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
UP890097,U21259,0,0,0,0,0,1,0,1,1,1,0,2,2,2,0,1,0,0,0,0,0,0,0,0
UP900750,U21259,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
UP883852,U21259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP913045,U21259,0,0,0,0,0,1,0,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
UP898548,U21259,0,0,0,0,1,2,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0
UP700478,U21259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP896391,U21259,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0
UP918289,U21259,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0
UP849245,U21259,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0
UP879542,U21259,0,2,0,1,2,2,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
UP898356,U21259,0,0,0,0,2,1,0,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
UP904949,U21259,0,0,0,0,0,1,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
UP850730,U21259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP899251,U21259,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UP881292,U21259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP897821,U21259,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UP905189,U21259,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
UP822200,U21259,0,1,0,1,0,2,0,2,2,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0
UP880589,U21259,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
UP894923,U21259,0,1,0,1,2,2,0,1,1,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0
UP892527,U21259,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UP901155,U21259,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
UP904277,U21259,0,0,0,1,0,2,0,1,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0
UP891884,U21259,0,0,0,0,2,1,0,1,0,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0
UP902165,U21259,0,0,0,0,0,1,0,0,1,2,0,2,1,1,2,1,0,0,0,0,0,0,0,0
UP886526,U21259,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
UP867587,U21259,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP861737,U21259,0,0,0,2,2,2,0,2,2,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0
UP888588,U21259,0,0,0,0,1,0,0,0,1,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0
UP884825,U21259,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
UP897830,U21259,0,1,0,2,2,1,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
UP899413,U21259,0,0,0,0,1,1,0,1,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0
UP873521,U21259,0,1,0,2,1,2,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
UP901354,U21259,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
UP918968,U21259,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP908042,U21259,0,1,0,2,2,2,0,2,2,2,1,0,2,2,2,0,0,0,0,0,0,0,0,0
UP881889,U21259,0,1,0,1,1,0,0,1,1,0,1,2,1,1,2,0,0,0,0,0,0,0,0,0
UP846201,U21259,0,0,0,1,1,2,0,1,1,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0
UP895937,U21259,0,0,0,0,0,1,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0
UP895766,U21259,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
UP862031,U21259,0,0,0,0,1,2,0,1,0,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0
UP904007,U21259,0,2,0,0,0,2,0,2,1,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0
UP900263,U21259,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
UP896145,U21259,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0
UP887192,U21259,0,0,0,1,2,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
UP899999,U21259,0,1,0,1,2,2,0,2,2,2,1,2,2,2,2,1,0,0,0,0,0,0,0,0
UP879811,U21259,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0
UP903868,U21259,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
UP885261,U21259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP901476,U21259,0,0,0,1,0,2,0,2,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0
UP914732,U21259,0,0,0,1,1,1,0,1,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0
UP854931,U21259,0,2,0,2,2,2,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
UP896605,U21259,0,0,0,0,0,0,0,0,0,1,2,0,2,1,2,0,0,0,0,0,0,0,0,0
UP886096,U21259,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UP896958,U21259,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UP901126,U21259,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP919739,U21259,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP904731,U21259,0,0,0,2,1,1,0,2,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0
UP891439,U21259,0,0,0,1,1,1,0,0,2,1,1,2,1,2,2,1,0,0,0,0,0,0,0,0
UP811440,U21259,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0
UP893038,U21259,0,0,0,0,0,2,0,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0
UP890986,U21259,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
UP900479,U21259,0,0,0,0,1,2,0,1,0,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0
UP890078,U21259,0,1,0,2,1,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0
UP900424,U21259,0,1,0,2,1,2,0,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0
UP882734,U21259,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
UP900921,U21259,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UP912255,U21259,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
